Genus_Level	G1_1.d0	G1_1.ep	G1_10.d0	G1_10.ep	G1_11.d0	G1_11.ep	G1_12.d0	G1_12.ep	G1_2.d0	G1_2.ep	G1_4.d0	G1_4.ep	G1_6.d0	G1_6.ep	G1_8.d0	G1_8.ep	G2_1.d0	G2_1.ep	G2_11.d0	G2_11.ep	G2_12.d0	G2_12.ep	G2_3.d0	G2_3.ep	G2_4.d0	G2_4.ep	G2_6.d0	G2_6.ep	G2_7.d0	G2_7.ep	G2_8.d0	G2_8.ep	G3_1.d0	G3_1.ep	G3_10.d0	G3_10.ep	G3_11.d0	G3_11.ep	G3_12.d0	G3_12.ep	G3_2.d0	G3_2.ep	G3_3.d0	G3_3.ep	G3_7.d0	G3_7.ep	G3_9.d0	G3_9.ep	G4_1.d0	G4_1.ep	G4_10.d0	G4_10.ep	G4_11.d0	G4_11.ep	G4_12.d0	G4_12.ep	G4_4.d0	G4_4.ep	G4_5.d0	G4_5.ep	G4_6.d0	G4_6.ep	G4_7.d0	G4_7.ep	G5_1.d0	G5_1.ep	G5_10.d0	G5_10.ep	G5_12.d0	G5_12.ep	G5_2.d0	G5_2.ep	G5_4.d0	G5_4.ep	G5_6.d0	G5_6.ep	G5_8.d0	G5_8.ep	G5_9.d0	G5_9.ep	G6_1.d0	G6_1.ep	G6_11.d0	G6_11.ep	G6_12.d0	G6_12.ep	G6_3.d0	G6_3.ep	G6_4.d0	G6_4.ep	G6_6.d0	G6_6.ep	G6_8.d0	G6_8.ep	G6_9.d0	G6_9.ep
d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Gemellaceae; g__Gemella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus	0.0	0.0	8.0	14.0	7.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	179.0	0.0	59.0	7.0	0.0	3.0	72.0	0.0	116.0	0.0	69.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	3.0	7.0	0.0	0.0	0.0	2.0	2.0	0.0	5.0	0.0	87.0	0.0	8.0	0.0	10.0	0.0	22.0	0.0	56.0	0.0	360.0	3.0	34.0	0.0	24.0	0.0	33.0	0.0	28.0	0.0	21.0	0.0	0.0	0.0	24.0	0.0	99.0	3.0	0.0	0.0	32.0	0.0	29.0	0.0	24.0	0.0	19.0	0.0	16.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	14.0
d__Bacteria; p__Firmicutes; c__Clostridia	0.0	3.0	0.0	152.0	0.0	4.0	0.0	0.0	31.0	21.0	54.0	0.0	9.0	159.0	0.0	0.0	22.0	0.0	26.0	0.0	71.0	0.0	14.0	0.0	24.0	0.0	162.0	0.0	0.0	0.0	12.0	0.0	21.0	0.0	39.0	0.0	11.0	0.0	0.0	0.0	11.0	0.0	5.0	0.0	41.0	0.0	26.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	8.0	0.0	43.0	0.0	3.0	0.0	45.0	0.0	25.0	0.0	30.0	0.0	12.0	0.0	0.0	0.0	3.0	0.0	21.0	0.0	52.0	0.0	18.0	0.0	0.0	0.0	85.0	0.0	26.0	0.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Christensenellales; f__Christensenellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Christensenellales; f__Christensenellaceae; g__Christensenellaceae_R-7_group	79.0	156.0	55.0	138.0	202.0	203.0	32.0	0.0	114.0	136.0	107.0	102.0	155.0	174.0	171.0	161.0	106.0	172.0	159.0	55.0	109.0	95.0	94.0	159.0	200.0	229.0	132.0	204.0	0.0	24.0	0.0	51.0	81.0	33.0	88.0	110.0	272.0	66.0	139.0	32.0	247.0	29.0	99.0	38.0	99.0	52.0	74.0	39.0	75.0	18.0	50.0	34.0	110.0	66.0	115.0	74.0	9.0	45.0	61.0	43.0	143.0	75.0	62.0	43.0	132.0	46.0	127.0	30.0	133.0	39.0	117.0	33.0	78.0	51.0	152.0	78.0	178.0	134.0	75.0	75.0	5.0	33.0	138.0	60.0	203.0	60.0	134.0	71.0	178.0	64.0	159.0	0.0	202.0	66.0	147.0	20.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Christensenellales; f__Christensenellaceae; g__uncultured	0.0	7.0	6.0	8.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	8.0	0.0	0.0	0.0	0.0	7.0	0.0	3.0	0.0	22.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	15.0	0.0	0.0	6.0	0.0	7.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	5.0	0.0	5.0	0.0	2.0	0.0	7.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	13.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	13.0	0.0	0.0	3.0	0.0	0.0	6.0	0.0	6.0	0.0	0.0	0.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014	1642.0	27869.0	1528.0	8285.0	4790.0	14471.0	2469.0	0.0	3665.0	10764.0	2312.0	10679.0	2149.0	4873.0	2632.0	679.0	5093.0	356.0	2038.0	0.0	3420.0	490.0	3991.0	22.0	3360.0	289.0	5014.0	270.0	0.0	0.0	982.0	32.0	2844.0	0.0	3391.0	192.0	8087.0	393.0	2541.0	23.0	5089.0	13.0	3283.0	0.0	3263.0	94.0	3936.0	0.0	2173.0	0.0	1528.0	0.0	2254.0	28.0	5767.0	27.0	1582.0	41.0	2696.0	0.0	3728.0	263.0	1099.0	0.0	2496.0	199.0	4654.0	44.0	5310.0	53.0	2911.0	0.0	3763.0	130.0	4379.0	632.0	4583.0	587.0	3389.0	41.0	68.0	117.0	4350.0	66.0	4734.0	33.0	3168.0	47.0	6179.0	0.0	9294.0	6.0	7624.0	37.0	1228.0	0.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_vadinBB60_group; f__Clostridia_vadinBB60_group; g__Clostridia_vadinBB60_group	1641.0	1212.0	381.0	510.0	1165.0	2538.0	1827.0	0.0	1197.0	5379.0	1598.0	2247.0	665.0	2204.0	1880.0	1844.0	744.0	1511.0	536.0	24.0	2612.0	78.0	598.0	47.0	732.0	132.0	2101.0	340.0	0.0	9632.0	254.0	54049.0	938.0	17.0	1145.0	184.0	220.0	186.0	280.0	0.0	409.0	0.0	420.0	18.0	1503.0	144.0	385.0	0.0	58.0	0.0	54.0	0.0	134.0	19.0	573.0	0.0	781.0	20.0	477.0	0.0	786.0	36.0	479.0	0.0	938.0	26.0	539.0	18.0	1036.0	0.0	228.0	20.0	608.0	22.0	282.0	48.0	1231.0	30.0	1041.0	27.0	10.0	38.0	613.0	18.0	1034.0	32.0	1526.0	23.0	1480.0	0.0	1435.0	0.0	2573.0	33.0	1056.0	0.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Candidatus_Arthromitus	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	11.0	12.0	0.0	12.0	9.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	26.0	0.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	9.0	0.0	25.0	0.0	0.0	0.0	24.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	26.0	0.0	30.0	0.0	436.0	0.0	1344.0	0.0	6119.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	13.0	0.0	12.0	0.0	15.0	5.0	0.0	0.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	202.0	0.0	0.0	0.0	0.0	0.0	2120.0	0.0	1207.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	532.0	0.0	191.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	251.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Anaerofustaceae; g__Anaerofustis	5.0	4.0	0.0	0.0	8.0	7.0	6.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	12.0	0.0	8.0	0.0	7.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	8.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Defluviitaleaceae; g__Defluviitaleaceae_UCG-011	21.0	25.0	13.0	124.0	29.0	138.0	13.0	0.0	41.0	0.0	0.0	25.0	12.0	21.0	9.0	0.0	82.0	17.0	12.0	0.0	14.0	0.0	69.0	0.0	5.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	28.0	0.0	70.0	0.0	46.0	0.0	52.0	0.0	30.0	0.0	24.0	0.0	53.0	0.0	47.0	0.0	26.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	41.0	0.0	25.0	7.0	30.0	0.0	39.0	0.0	40.0	0.0	31.0	0.0	67.0	0.0	36.0	0.0	61.0	0.0	61.0	0.0	44.0	0.0	0.0	0.0	49.0	0.0	36.0	0.0	21.0	0.0	0.0	0.0	126.0	0.0	33.0	0.0	21.0	0.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	28105.0	14322.0	4514.0	8179.0	9198.0	9859.0	2403.0	0.0	17739.0	26914.0	21202.0	17949.0	2755.0	15675.0	7082.0	9672.0	13995.0	1148.0	10983.0	37.0	5780.0	769.0	3245.0	440.0	7200.0	985.0	8817.0	568.0	17.0	31.0	2269.0	28.0	15968.0	113.0	10903.0	1521.0	3907.0	21324.0	7083.0	13.0	10362.0	0.0	6655.0	118.0	5116.0	216.0	2895.0	0.0	289.0	58.0	1575.0	80.0	5076.0	0.0	7279.0	151.0	22047.0	7.0	10915.0	2.0	10432.0	138.0	3177.0	91.0	7142.0	279.0	6490.0	34.0	8169.0	100.0	9819.0	17.0	8555.0	50.0	1430.0	234.0	6348.0	181.0	17162.0	189.0	82.0	360.0	5059.0	2.0	19336.0	76.0	22691.0	180.0	27405.0	163.0	12962.0	25.0	12315.0	0.0	10301.0	0.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__A2	363.0	56.0	117.0	24.0	24.0	95.0	17.0	0.0	208.0	85.0	62.0	101.0	10.0	174.0	94.0	236.0	36.0	0.0	125.0	0.0	229.0	0.0	11.0	0.0	13.0	0.0	103.0	0.0	0.0	0.0	16.0	4.0	35.0	0.0	142.0	0.0	103.0	0.0	18.0	0.0	122.0	0.0	123.0	0.0	164.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	26.0	3.0	169.0	0.0	230.0	0.0	34.0	8.0	66.0	0.0	135.0	0.0	68.0	0.0	82.0	0.0	57.0	0.0	308.0	0.0	34.0	0.0	21.0	0.0	285.0	0.0	6.0	0.0	34.0	0.0	122.0	0.0	226.0	0.0	152.0	0.0	257.0	0.0	38.0	0.0	70.0	0.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__ASF356	661.0	0.0	267.0	178.0	399.0	195.0	127.0	0.0	369.0	51.0	435.0	367.0	294.0	226.0	217.0	684.0	359.0	0.0	355.0	0.0	80.0	30.0	0.0	16.0	2086.0	0.0	541.0	22.0	0.0	0.0	146.0	4.0	75.0	0.0	247.0	0.0	196.0	0.0	352.0	0.0	148.0	0.0	581.0	0.0	148.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	87.0	0.0	4.0	0.0	393.0	0.0	280.0	0.0	325.0	0.0	165.0	0.0	654.0	0.0	622.0	0.0	666.0	0.0	970.0	0.0	339.0	0.0	84.0	29.0	90.0	0.0	117.0	0.0	0.0	12.0	134.0	0.0	490.0	0.0	532.0	0.0	323.0	0.0	1705.0	0.0	450.0	0.0	240.0	0.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Acetatifactor	343.0	105.0	67.0	29.0	61.0	20.0	66.0	0.0	445.0	299.0	138.0	90.0	32.0	228.0	196.0	149.0	117.0	23.0	287.0	0.0	117.0	0.0	65.0	19.0	0.0	0.0	147.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	216.0	0.0	52.0	0.0	20.0	0.0	106.0	0.0	39.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	10.0	0.0	54.0	0.0	63.0	0.0	193.0	0.0	138.0	0.0	142.0	0.0	0.0	0.0	101.0	12.0	364.0	0.0	309.0	0.0	179.0	0.0	185.0	0.0	25.0	0.0	125.0	0.0	238.0	0.0	0.0	0.0	17.0	0.0	75.0	0.0	484.0	0.0	401.0	0.0	109.0	2.0	275.0	0.0	191.0	0.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Agathobacter	203.0	284.0	0.0	0.0	220.0	104.0	0.0	0.0	0.0	247.0	92.0	311.0	137.0	199.0	182.0	344.0	171.0	330.0	204.0	169.0	0.0	149.0	130.0	95.0	0.0	192.0	0.0	190.0	16.0	0.0	0.0	140.0	158.0	0.0	0.0	249.0	0.0	125.0	0.0	93.0	170.0	88.0	107.0	0.0	0.0	0.0	116.0	75.0	0.0	0.0	0.0	0.0	0.0	122.0	0.0	0.0	0.0	0.0	0.0	89.0	0.0	83.0	153.0	0.0	14.0	137.0	176.0	0.0	248.0	96.0	0.0	61.0	158.0	98.0	159.0	154.0	182.0	172.0	152.0	0.0	0.0	0.0	222.0	460.0	0.0	205.0	224.0	0.0	115.0	0.0	0.0	52.0	128.0	195.0	251.0	0.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Anaerostipes	0.0	43.0	422.0	453.0	46.0	52.0	0.0	0.0	1063.0	510.0	0.0	43.0	0.0	50.0	0.0	0.0	1084.0	199.0	565.0	53.0	776.0	21.0	0.0	60.0	58.0	77.0	45.0	84.0	0.0	0.0	0.0	26.0	274.0	550.0	373.0	132.0	29.0	21.0	1150.0	0.0	167.0	0.0	22.0	188.0	14.0	16.0	0.0	0.0	153.0	0.0	45.0	0.0	0.0	0.0	285.0	10.0	0.0	9.0	869.0	17.0	72.0	0.0	484.0	17.0	230.0	62.0	0.0	0.0	556.0	12.0	793.0	0.0	174.0	0.0	297.0	18.0	24.0	43.0	27.0	26.0	0.0	34.0	181.0	67.0	153.0	27.0	49.0	0.0	42.0	23.0	1409.0	11.0	245.0	27.0	33.0	0.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Blautia	308.0	314.0	176.0	211.0	304.0	376.0	29.0	0.0	302.0	290.0	160.0	281.0	91.0	375.0	1659.0	2126.0	279.0	407.0	617.0	125.0	290.0	83.0	155.0	356.0	884.0	494.0	232.0	535.0	11.0	21.0	47.0	84.0	255.0	103.0	227.0	242.0	243.0	67.0	323.0	50.0	458.0	47.0	172.0	92.0	197.0	54.0	129.0	46.0	0.0	31.0	5.0	45.0	118.0	141.0	158.0	87.0	284.0	50.0	331.0	49.0	691.0	79.0	252.0	33.0	402.0	67.0	237.0	0.0	446.0	133.0	245.0	34.0	285.0	88.0	135.0	119.0	328.0	228.0	840.0	161.0	0.0	59.0	234.0	218.0	703.0	100.0	802.0	51.0	443.0	80.0	510.0	24.0	469.0	199.0	276.0	70.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__CAG-56	0.0	45.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	19.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	16.0	0.0	0.0	18.0	26.0	18.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	47.0	0.0	27.0	19.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	35.0	21.0	32.0	0.0	0.0	0.0	0.0	19.0	29.0	36.0	0.0	24.0	0.0	35.0	0.0	0.0	0.0	46.0	20.0	0.0	21.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Coprococcus	45.0	55.0	0.0	32.0	46.0	47.0	0.0	0.0	23.0	40.0	45.0	85.0	0.0	60.0	53.0	79.0	33.0	69.0	40.0	20.0	32.0	22.0	0.0	80.0	70.0	77.0	7.0	139.0	3.0	0.0	5.0	43.0	7.0	0.0	37.0	67.0	41.0	18.0	0.0	0.0	37.0	0.0	0.0	6.0	0.0	19.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	15.0	0.0	7.0	61.0	0.0	20.0	5.0	28.0	13.0	37.0	0.0	26.0	0.0	35.0	0.0	21.0	13.0	15.0	54.0	7.0	71.0	47.0	43.0	0.0	0.0	6.0	38.0	45.0	0.0	59.0	23.0	72.0	11.0	64.0	5.0	63.0	13.0	45.0	0.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Dorea	154.0	229.0	72.0	174.0	56.0	176.0	30.0	0.0	242.0	248.0	132.0	267.0	101.0	401.0	310.0	503.0	115.0	117.0	61.0	28.0	99.0	0.0	66.0	59.0	377.0	127.0	132.0	113.0	6.0	0.0	40.0	31.0	36.0	12.0	51.0	59.0	102.0	0.0	103.0	0.0	110.0	0.0	65.0	15.0	50.0	0.0	109.0	21.0	0.0	18.0	20.0	0.0	14.0	27.0	77.0	20.0	148.0	0.0	38.0	0.0	241.0	29.0	101.0	0.0	521.0	0.0	109.0	0.0	280.0	0.0	64.0	0.0	108.0	33.0	88.0	0.0	0.0	55.0	188.0	32.0	0.0	15.0	67.0	42.0	289.0	0.0	230.0	0.0	114.0	46.0	337.0	13.0	172.0	53.0	160.0	22.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Fusicatenibacter	0.0	56.0	0.0	38.0	0.0	54.0	0.0	0.0	46.0	49.0	31.0	0.0	21.0	61.0	39.0	66.0	42.0	127.0	0.0	54.0	28.0	43.0	0.0	117.0	49.0	114.0	0.0	131.0	0.0	0.0	0.0	46.0	0.0	0.0	37.0	71.0	48.0	27.0	0.0	29.0	0.0	0.0	0.0	0.0	27.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	53.0	37.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	37.0	36.0	0.0	33.0	26.0	0.0	0.0	48.0	68.0	38.0	0.0	0.0	0.0	24.0	76.0	53.0	61.0	53.0	0.0	53.0	0.0	0.0	0.0	0.0	57.0	52.0	0.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__GCA-900066575	383.0	288.0	180.0	306.0	359.0	331.0	26.0	0.0	217.0	376.0	279.0	411.0	88.0	1134.0	399.0	624.0	200.0	31.0	137.0	0.0	271.0	13.0	100.0	0.0	380.0	0.0	379.0	0.0	2.0	0.0	83.0	0.0	137.0	0.0	140.0	582.0	155.0	120.0	119.0	0.0	143.0	0.0	139.0	0.0	216.0	0.0	110.0	0.0	0.0	0.0	9.0	0.0	84.0	0.0	109.0	6.0	359.0	0.0	123.0	0.0	262.0	0.0	145.0	0.0	174.0	0.0	248.0	0.0	126.0	0.0	202.0	0.0	355.0	0.0	132.0	0.0	136.0	0.0	154.0	0.0	0.0	13.0	86.0	0.0	324.0	0.0	894.0	0.0	553.0	0.0	648.0	0.0	70.0	6.0	504.0	0.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoanaerobaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoclostridium	1996.0	1828.0	1077.0	1262.0	924.0	482.0	270.0	0.0	2539.0	1157.0	1779.0	2146.0	580.0	2102.0	2913.0	3699.0	1051.0	95.0	1535.0	54.0	953.0	56.0	362.0	46.0	1132.0	99.0	1331.0	68.0	2.0	0.0	581.0	27.0	1167.0	53.0	1047.0	0.0	468.0	30.0	1830.0	0.0	764.0	0.0	1099.0	0.0	959.0	0.0	1018.0	0.0	17.0	0.0	10.0	12.0	475.0	0.0	691.0	0.0	1498.0	0.0	1592.0	21.0	1228.0	35.0	690.0	0.0	1368.0	105.0	1562.0	0.0	2161.0	0.0	1774.0	49.0	1334.0	0.0	444.0	68.0	386.0	0.0	885.0	0.0	0.0	59.0	1679.0	0.0	2403.0	14.0	3398.0	0.0	1509.0	84.0	5287.0	0.0	1277.0	77.0	436.0	0.0
d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospira	0.0	6.0	196.0	163.0	0.0	0.0	11.0	0.0	134.0	496.0	289.0	545.0	0.0	242.0	144.0	253.0	29.0	83.0	101.0	0.0	0.0	15.0	114.0	0.0	16.0	68.0	0.0	69.0	0.0	0.0	0.0	20.0	0.0	0.0	34.0	0.0	111.0	3.0	47.0	16.0	281.0	0.0	0.0	0.0	0.0	15.0	0.0	7.0	0.0	0.0	0.0	0.0	91.0	0.0	23.0	11.0	358.0	16.0	10.0	18.0	170.0	15.0	0.0	0.0	212.0	0.0	376.0	0.0	205.0	0.0	0.0	0.0	3.0	0.0	33.0	10.0	123.0	56.0	0.0	32.0	0.0	0.0	46.0	36.0	124.0	21.0	70.0	0.0	0.0	0.0	0.0	21.0	123.0	27.0	254.0	0.0
